7,,,,,,
9,,,,,,
clusters floor 0,,,,,,
3,,,,,,
clusters floor 1,,,,,,
3,,,,,,
cluster types,,,,,,
30,,,,,,
33,,,,,,
33,,,,,,
32,,,,,,
33,,,,,,
33,,,,,,
cluster bottleneck,,,,,,
0,,,,,,
0,,,,,,
0,,,,,,
0,,,,,,
0,,,,,,
0,,,,,,
cluster ID,,,,,,
2,2,2,2,2,2,2
2,2,2,2,2,2,2
2,2,2,2,2,2,2
1,1,1,1,1,1,1
1,1,1,1,1,1,1
1,1,1,1,1,1,1
3,3,3,3,3,3,3
3,3,3,3,3,3,3
3,3,3,3,3,3,3
5,4,4,4,4,4,6
5,4,4,4,4,4,6
5,4,4,4,4,4,6
5,4,4,4,4,4,6
5,4,4,4,4,4,6
5,4,4,4,4,4,6
5,4,4,4,4,4,6
5,4,4,4,4,4,6
5,4,4,4,4,4,6
tile type,,,,,,
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
2,2,2,2,2,2,2
2,2,2,2,2,2,2
2,2,2,2,2,2,2
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,1,1,1,1,1,0
0,1,1,1,1,1,0
0,1,1,1,1,1,0
0,1,1,1,1,1,0
0,1,1,1,1,1,0
0,1,1,1,1,1,0
0,1,1,1,1,1,0
0,1,1,1,1,1,0
0,1,1,1,1,1,0
tile height,,,,,,
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
6,5,5,5,5,5,7
6,5,5,5,5,5,6
6,5,5,5,5,5,7
6,5,5,5,5,5,7
6,5,5,5,5,5,6
6,5,5,5,5,5,7
6,5,5,5,5,5,7
6,5,5,5,5,5,6
6,5,5,5,5,5,7
tile clearance,,,,,,
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
1,1,1,1,1,1,1
3,3,3,3,3,3,3
1,1,1,1,1,1,1
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,1,1,1,1,1,0
0,1,1,1,1,1,0
0,1,1,1,1,1,0
0,1,1,1,1,1,0
0,1,1,1,1,1,0
0,1,1,1,1,1,0
0,1,1,1,1,1,0
0,1,1,1,1,1,0
0,1,1,1,1,1,0
